Fullpath,Target Int,Target Str
C:\Users\lando\Documents\audioWav2\GUITAR.C5.verylong.piano.harmonics.wav,16,GUITAR
C:\Users\lando\Documents\audioWav2\BASSCLARINET.As4.05.pianissimo.normal.wav,4,BASSCLARINET
C:\Users\lando\Documents\audioWav2\CLARINET.Cs5.1.pianissimo.normal.wav,8,BBCLARINET
C:\Users\lando\Documents\audioWav2\VIOLIN.A4.phrase.forte.arcomartele.wav,34,VIOLIN
C:\Users\lando\Documents\audioWav2\CORANGLAIS.E4.1.pianissimo.normal.wav,14,ENGLISHHORN
C:\Users\lando\Documents\audioWav2\VIOLIN.A5.025.fortissimo.arconormal.wav,34,VIOLIN
C:\Users\lando\Documents\audioWav2\GUITAR.A2.verylong.piano.normal.wav,16,GUITAR
C:\Users\lando\Documents\audioWav2\FRENCHHORN.Ds4.verylong.piano.glissando.wav,18,HORN
C:\Users\lando\Documents\audioWav2\CELLO.Ds5.15.forte.arconormal.wav,10,CELLO
C:\Users\lando\Documents\audioWav2\DOUBLEBASS.A3.15.forte.arconormal.wav,3,BASS
C:\Users\lando\Documents\audioWav2\FLUTE.G5.05.mezzopiano.normal.wav,15,FLUTE
C:\Users\lando\Documents\audioWav2\CORANGLAIS.As3.05.pianissimo.normal.wav,14,ENGLISHHORN
C:\Users\lando\Documents\audioWav2\ENGLISHHORN.A3.05.pianissimo.normal.wav,14,ENGLISHHORN
C:\Users\lando\Documents\audioWav2\DOUBLEBASS.E4.05.mezzoforte.arconormal.wav,3,BASS
C:\Users\lando\Documents\audioWav2\VIOLA.E6.05.piano.arconormal.wav,33,VIOLA
C:\Users\lando\Documents\audioWav2\FRENCHHORN.Gs2.15.piano.normal.wav,18,HORN
C:\Users\lando\Documents\audioWav2\CONTRABASSOON.D2.05.mezzoforte.normal.wav,11,CONTRABASSOON
C:\Users\lando\Documents\audioWav2\VIOLIN.Cs5.1.pianissimo.arconormal.wav,34,VIOLIN
C:\Users\lando\Documents\audioWav2\TUBA.C3.long.forte.minortrill.wav,31,TUBA
C:\Users\lando\Documents\audioWav2\ENGLISHHORN.F3.05.pianissimo.normal.wav,14,ENGLISHHORN
C:\Users\lando\Documents\audioWav2\BANJO.E5.verylong.piano.normal.wav,2,BANJO
C:\Users\lando\Documents\audioWav2\DOUBLEBASS.F1.phrase.mezzoforte.nonvibrato.wav,3,BASS
C:\Users\lando\Documents\audioWav2\BASSCLARINET.C4.05.fortissimo.normal.wav,4,BASSCLARINET
C:\Users\lando\Documents\audioWav2\CLARINET.Gs6.1.piano.normal.wav,8,BBCLARINET
C:\Users\lando\Documents\audioWav2\CLARINET.F3.15.piano.normal.wav,8,BBCLARINET
C:\Users\lando\Documents\audioWav2\CELLO.As4.05.fortissimo.arconormal.wav,10,CELLO
C:\Users\lando\Documents\audioWav2\SAXOPHONE.Ds3.phrase.mezzoforte.tenuto.wav,23,SAXOPHONE
C:\Users\lando\Documents\audioWav2\BASSOON.D4.05.mezzoforte.normal.wav,6,BASSOON
C:\Users\lando\Documents\audioWav2\SAXOPHONE.F6.15.pianissimo.normal.wav,23,SAXOPHONE
C:\Users\lando\Documents\audioWav2\CELLO.Cs4.05.forte.arconormal.wav,10,CELLO
C:\Users\lando\Documents\audioWav2\TROMBONE.A3.15.piano.normal.wav,29,TROMBONE
C:\Users\lando\Documents\audioWav2\VIOLIN.Cs7.1.forte.arconormal.wav,34,VIOLIN
C:\Users\lando\Documents\audioWav2\VIOLIN.A4.025.mezzoforte.arconormal.wav,34,VIOLIN
C:\Users\lando\Documents\audioWav2\TROMBONE.B5.1.forte.normal.wav,29,TROMBONE
C:\Users\lando\Documents\audioWav2\TROMBONE.Gs2.verylong.fortissimo.normal.wav,29,TROMBONE
C:\Users\lando\Documents\audioWav2\CLARINET.As5.025.piano.normal.wav,8,BBCLARINET
C:\Users\lando\Documents\audioWav2\TROMBONE.Gs5.025.fortissimo.normal.wav,29,TROMBONE
C:\Users\lando\Documents\audioWav2\BASSCLARINET.Ds2.025.pianissimo.normal.wav,4,BASSCLARINET
C:\Users\lando\Documents\audioWav2\VIOLA.Ds6.025.forte.arconormal.wav,33,VIOLA
C:\Users\lando\Documents\audioWav2\BASSOON.Ds4.1.piano.normal.wav,6,BASSOON
C:\Users\lando\Documents\audioWav2\TROMBONE.Cs4.1.forte.normal.wav,29,TROMBONE
C:\Users\lando\Documents\audioWav2\BASSCLARINET.Ds3.15.mezzoforte.normal.wav,4,BASSCLARINET
