Fullpath,Target Int,Target Str
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.932.2364Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.92.4896Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.698.3882Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.254.1528Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.87.2985Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.138.5778Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.3322.1129Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.17.3222Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.164.7977Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.71.3192Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.97.9893Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.239.8883Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.54.9946Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.269.2655Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.26.7145Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.3419.4583Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.1244.3863Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.80.0531Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.1661.0565Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.4185.6Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.739.9165Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.1864.4728Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.4308.2474Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.339.2532Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.47.5999Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.659.1907Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.359.4263Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.239.8883Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.3622.7898Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.25.954Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.82.3988Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.4977.5453Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.277.1555Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.2282.2146Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.184.9791Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.604.4805Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.359.4263Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.25.2151Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.226.4244Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.2217.2444Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.87.2985Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.4308.2474Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.2875.4102Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.239.8883Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.16.8291Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.106.8581Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.195.9786Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.2417.9221Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.369.9583Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.1613.7694Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.5123.3985Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.466.1182Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.21.8246Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.34.6444Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.127.0764Hz.wav,22,SAWTOOTHWAVE
C:\Users\lando\Documents\audioWavSynthetic\SineWave.pure.1437.7051Hz.wav,24,SINEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SquareWave.pure.2092.8Hz.wav,26,SQUAREWAVE
C:\Users\lando\Documents\audioWavSynthetic\TriangleWave.pure.1077.0619Hz.wav,28,TRIANGLEWAVE
C:\Users\lando\Documents\audioWavSynthetic\SawtoothWave.pure.2217.2444Hz.wav,22,SAWTOOTHWAVE
